x,y
1825.6508819758892,196.2387859588489
1947.5708819751162,196.2387859588489
2069.490881974343,196.2387859588489
2191.41088197357,196.2387859588489
2313.330881972797,196.2387859588489
2435.250881972024,196.2387859588489
2557.170881971251,196.2387859588489
2679.090881970478,196.2387859588489
2801.010881969705,196.2387859588489
2922.930881968932,196.2387859588489
3044.8508819681592,196.2387859588489
3166.7708819673862,196.2387859588489
3288.6908819666132,196.2387859588489
3410.6108819658402,196.2387859588489
3532.5308819650672,196.2387859588489
3654.4508819642942,196.2387859588489
3776.3708819635212,196.2387859588489
1094.1308819805272,348.63878595642745
1216.0508819797542,348.63878595642745
1337.9708819789812,348.63878595642745
1459.8908819782082,348.63878595642745
1581.8108819774352,348.63878595642745
1703.7308819766622,348.63878595642745
1825.6508819758892,348.63878595642745
1947.5708819751162,348.63878595642745
2069.490881974343,348.63878595642745
2191.41088197357,348.63878595642745
2313.330881972797,348.63878595642745
2435.250881972024,348.63878595642745
2557.170881971251,348.63878595642745
2679.090881970478,348.63878595642745
2801.010881969705,348.63878595642745
2922.930881968932,348.63878595642745
3044.8508819681592,348.63878595642745
3166.7708819673862,348.63878595642745
3288.6908819666132,348.63878595642745
3410.6108819658402,348.63878595642745
3532.5308819650672,348.63878595642745
3654.4508819642942,348.63878595642745
3776.3708819635212,348.63878595642745
240.69088198593818,501.038785954006
362.6108819851652,501.038785954006
484.5308819843922,501.038785954006
606.4508819836192,501.038785954006
728.3708819828462,501.038785954006
850.2908819820732,501.038785954006
972.2108819813002,501.038785954006
1094.1308819805272,501.038785954006
1216.0508819797542,501.038785954006
1337.9708819789812,501.038785954006
1459.8908819782082,501.038785954006
1581.8108819774352,501.038785954006
1703.7308819766622,501.038785954006
1825.6508819758892,501.038785954006
1947.5708819751162,501.038785954006
2069.490881974343,501.038785954006
2191.41088197357,501.038785954006
2313.330881972797,501.038785954006
2435.250881972024,501.038785954006
2557.170881971251,501.038785954006
2679.090881970478,501.038785954006
2801.010881969705,501.038785954006
2922.930881968932,501.038785954006
3044.8508819681592,501.038785954006
3166.7708819673862,501.038785954006
3288.6908819666132,501.038785954006
3410.6108819658402,501.038785954006
3532.5308819650672,501.038785954006
3654.4508819642942,501.038785954006
3776.3708819635212,501.038785954006
3898.2908819627482,501.038785954006
240.69088198593818,653.4387859515846
362.6108819851652,653.4387859515846
484.5308819843922,653.4387859515846
606.4508819836192,653.4387859515846
728.3708819828462,653.4387859515846
850.2908819820732,653.4387859515846
972.2108819813002,653.4387859515846
1094.1308819805272,653.4387859515846
1216.0508819797542,653.4387859515846
1337.9708819789812,653.4387859515846
1459.8908819782082,653.4387859515846
1581.8108819774352,653.4387859515846
1703.7308819766622,653.4387859515846
1825.6508819758892,653.4387859515846
1947.5708819751162,653.4387859515846
2069.490881974343,653.4387859515846
2191.41088197357,653.4387859515846
2313.330881972797,653.4387859515846
2435.250881972024,653.4387859515846
2557.170881971251,653.4387859515846
2679.090881970478,653.4387859515846
2801.010881969705,653.4387859515846
2922.930881968932,653.4387859515846
3044.8508819681592,653.4387859515846
3166.7708819673862,653.4387859515846
3288.6908819666132,653.4387859515846
3410.6108819658402,653.4387859515846
3532.5308819650672,653.4387859515846
3654.4508819642942,653.4387859515846
3776.3708819635212,653.4387859515846
3898.2908819627482,653.4387859515846
240.69088198593818,805.8387859491631
362.6108819851652,805.8387859491631
484.5308819843922,805.8387859491631
606.4508819836192,805.8387859491631
728.3708819828462,805.8387859491631
850.2908819820732,805.8387859491631
972.2108819813002,805.8387859491631
1094.1308819805272,805.8387859491631
1216.0508819797542,805.8387859491631
1337.9708819789812,805.8387859491631
1459.8908819782082,805.8387859491631
1581.8108819774352,805.8387859491631
1703.7308819766622,805.8387859491631
1825.6508819758892,805.8387859491631
1947.5708819751162,805.8387859491631
2069.490881974343,805.8387859491631
2191.41088197357,805.8387859491631
2313.330881972797,805.8387859491631
2435.250881972024,805.8387859491631
2557.170881971251,805.8387859491631
2679.090881970478,805.8387859491631
2801.010881969705,805.8387859491631
2922.930881968932,805.8387859491631
3044.8508819681592,805.8387859491631
3166.7708819673862,805.8387859491631
3288.6908819666132,805.8387859491631
3410.6108819658402,805.8387859491631
3532.5308819650672,805.8387859491631
3654.4508819642942,805.8387859491631
3776.3708819635212,805.8387859491631
3898.2908819627482,805.8387859491631
4020.2108819619752,805.8387859491631
240.69088198593818,958.2387859467417
362.6108819851652,958.2387859467417
484.5308819843922,958.2387859467417
606.4508819836192,958.2387859467417
728.3708819828462,958.2387859467417
850.2908819820732,958.2387859467417
972.2108819813002,958.2387859467417
1094.1308819805272,958.2387859467417
1216.0508819797542,958.2387859467417
1337.9708819789812,958.2387859467417
1459.8908819782082,958.2387859467417
1581.8108819774352,958.2387859467417
1703.7308819766622,958.2387859467417
1825.6508819758892,958.2387859467417
1947.5708819751162,958.2387859467417
2069.490881974343,958.2387859467417
2191.41088197357,958.2387859467417
2313.330881972797,958.2387859467417
2435.250881972024,958.2387859467417
2557.170881971251,958.2387859467417
2679.090881970478,958.2387859467417
2801.010881969705,958.2387859467417
2922.930881968932,958.2387859467417
3044.8508819681592,958.2387859467417
3166.7708819673862,958.2387859467417
3288.6908819666132,958.2387859467417
3410.6108819658402,958.2387859467417
3532.5308819650672,958.2387859467417
3654.4508819642942,958.2387859467417
3776.3708819635212,958.2387859467417
3898.2908819627482,958.2387859467417
4020.2108819619752,958.2387859467417
362.6108819851652,1110.6387859443203
484.5308819843922,1110.6387859443203
606.4508819836192,1110.6387859443203
728.3708819828462,1110.6387859443203
850.2908819820732,1110.6387859443203
972.2108819813002,1110.6387859443203
1094.1308819805272,1110.6387859443203
1216.0508819797542,1110.6387859443203
1337.9708819789812,1110.6387859443203
1459.8908819782082,1110.6387859443203
1581.8108819774352,1110.6387859443203
1703.7308819766622,1110.6387859443203
1825.6508819758892,1110.6387859443203
1947.5708819751162,1110.6387859443203
2069.490881974343,1110.6387859443203
2191.41088197357,1110.6387859443203
2313.330881972797,1110.6387859443203
2435.250881972024,1110.6387859443203
2557.170881971251,1110.6387859443203
2679.090881970478,1110.6387859443203
2801.010881969705,1110.6387859443203
2922.930881968932,1110.6387859443203
3044.8508819681592,1110.6387859443203
3166.7708819673862,1110.6387859443203
3288.6908819666132,1110.6387859443203
3410.6108819658402,1110.6387859443203
3532.5308819650672,1110.6387859443203
3654.4508819642942,1110.6387859443203
3776.3708819635212,1110.6387859443203
3898.2908819627482,1110.6387859443203
4020.2108819619752,1110.6387859443203
362.6108819851652,1263.0387859418988
484.5308819843922,1263.0387859418988
606.4508819836192,1263.0387859418988
728.3708819828462,1263.0387859418988
850.2908819820732,1263.0387859418988
972.2108819813002,1263.0387859418988
1094.1308819805272,1263.0387859418988
1216.0508819797542,1263.0387859418988
1337.9708819789812,1263.0387859418988
1459.8908819782082,1263.0387859418988
1581.8108819774352,1263.0387859418988
1703.7308819766622,1263.0387859418988
1825.6508819758892,1263.0387859418988
1947.5708819751162,1263.0387859418988
2069.490881974343,1263.0387859418988
2191.41088197357,1263.0387859418988
2313.330881972797,1263.0387859418988
2435.250881972024,1263.0387859418988
2557.170881971251,1263.0387859418988
