x,y
1870.8871979499236,258.84577850811183
2023.2871979504125,258.84577850811183
2175.6871979509015,258.84577850811183
2328.0871979513904,258.84577850811183
2480.4871979518794,258.84577850811183
2632.8871979523683,258.84577850811183
2785.2871979528572,258.84577850811183
2937.687197953346,258.84577850811183
3090.087197953835,258.84577850811183
3242.487197954324,258.84577850811183
3394.887197954813,258.84577850811183
3547.287197955302,258.84577850811183
3699.687197955791,258.84577850811183
1108.8871979474789,411.2457785056904
1261.2871979479678,411.2457785056904
1413.6871979484567,411.2457785056904
1566.0871979489457,411.2457785056904
1718.4871979494346,411.2457785056904
1870.8871979499236,411.2457785056904
2023.2871979504125,411.2457785056904
2175.6871979509015,411.2457785056904
2328.0871979513904,411.2457785056904
2480.4871979518794,411.2457785056904
2632.8871979523683,411.2457785056904
2785.2871979528572,411.2457785056904
2937.687197953346,411.2457785056904
3090.087197953835,411.2457785056904
3242.487197954324,411.2457785056904
3394.887197954813,411.2457785056904
3547.287197955302,411.2457785056904
3699.687197955791,411.2457785056904
346.88719794503413,563.645778503269
499.2871979455231,563.645778503269
651.687197946012,563.645778503269
804.087197946501,563.645778503269
956.4871979469899,563.645778503269
1108.8871979474789,563.645778503269
1261.2871979479678,563.645778503269
1413.6871979484567,563.645778503269
1566.0871979489457,563.645778503269
1718.4871979494346,563.645778503269
1870.8871979499236,563.645778503269
2023.2871979504125,563.645778503269
2175.6871979509015,563.645778503269
2328.0871979513904,563.645778503269
2480.4871979518794,563.645778503269
2632.8871979523683,563.645778503269
2785.2871979528572,563.645778503269
2937.687197953346,563.645778503269
3090.087197953835,563.645778503269
3242.487197954324,563.645778503269
3394.887197954813,563.645778503269
3547.287197955302,563.645778503269
3699.687197955791,563.645778503269
3852.08719795628,563.645778503269
346.88719794503413,716.0457785008475
499.2871979455231,716.0457785008475
651.687197946012,716.0457785008475
804.087197946501,716.0457785008475
956.4871979469899,716.0457785008475
1108.8871979474789,716.0457785008475
1261.2871979479678,716.0457785008475
1413.6871979484567,716.0457785008475
1566.0871979489457,716.0457785008475
1718.4871979494346,716.0457785008475
1870.8871979499236,716.0457785008475
2023.2871979504125,716.0457785008475
2175.6871979509015,716.0457785008475
2328.0871979513904,716.0457785008475
2480.4871979518794,716.0457785008475
2632.8871979523683,716.0457785008475
2785.2871979528572,716.0457785008475
2937.687197953346,716.0457785008475
3090.087197953835,716.0457785008475
3242.487197954324,716.0457785008475
3394.887197954813,716.0457785008475
3547.287197955302,716.0457785008475
